"","SiteID","CouncilSiteID","LawaSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Agency","Region","Lat","Long"
"24","438100","438100","ARC-00029","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-37.17048948,174.8424849
"25","8568","8568","ARC-00030","Yes","Lowland","Native","Monthly","Monthly","Auckland Council","Auckland",-37.09236018,175.1007314
"26","45373","45373","ARC-00031","Yes","Lowland","Exotic","Monthly","Monthly","Auckland Council","Auckland",-36.7359823599999,174.5357421
"27","45505","45505","ARC-00033","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-36.55759883,174.5213655
"28","8249","8249","ARC-00034","Yes","Lowland","Urban","Monthly","Monthly","Auckland Council","Auckland",-36.88050847,174.86288
"29","45415","45415","ARC-00035","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-36.63128225,174.5190887
"30","8019","8019","ARC-00036","Yes","Lowland","Urban","Monthly","Monthly","Auckland Council","Auckland",-36.92363334,174.6908315
"31","1043837","1043837","ARC-00037","Yes","Lowland","Urban","Monthly","Monthly","Auckland Council","Auckland",-37.00619111,174.9584109
"32","7171","7171","ARC-00038","Yes","Lowland","Native","Monthly","Monthly","Auckland Council","Auckland",-36.5711697599999,174.6698268
"33","74401","74401","ARC-00039","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-36.79168448,175.0873682
"34","74701","74701","ARC-00040","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-36.81831942,175.0847173
"35","45703","Hoteo","ARC-00051","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-36.38439062,174.5098897
"36","45415","Kaukapakapa","ARC-00057","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-36.6305985,174.5189858
"37","7811","Oteha","ARC-00074","Yes","Lowland","Native","Monthly","Monthly","Auckland Council","Auckland",-36.73196668,174.6947705
"38","43807","Puhinui","ARC-00079","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-36.9925818299999,174.8701165
"39","7805","Rangitopuni at Walkers","ARC-00082","Yes","Lowland","Urban","Monthly","Monthly","Auckland Council","Auckland",-36.73702765,174.6193882
"40","8516","Wairoa","ARC-00090","Yes","Lowland","Exotic","Monthly","Monthly","Auckland Council","Auckland",-37.01334936,175.0531823
"41","7206","West Hoe","ARC-00095","Yes","Lowland","Rural","Monthly","Monthly","Auckland Council","Auckland",-36.5787319599999,174.6575952
"42","Aongatete at SH2","BQ966369","EBOP-00001","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.6073828302249,175.941409491124
"43","Haparapara at SH35","RN123610","EBOP-00002","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7998397579293,177.6698989117
"44","Kaituna at Maungarangi Rd","FN834668","EBOP-00003","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.8384673935175,176.390192548793
"45","Kaituna at Rotoiti Outlet","FL356693","EBOP-00007","Yes","Upland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0177585587837,176.343976823451
"46","Kaituna at Te Matai","FO620177","EBOP-00057","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7934217549296,176.363800997398
"47","Kereru at SH35","RO629568","EBOP-00101","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7115237930874,177.721793712608
"48","Kopurererua at SH2","DP784306","EBOP-00006","Yes","Lowland","Urban","Monthly","Monthly","BOPRC","Bay of Plenty",-37.6975746328178,176.151257931251
"49","Kopurererua at SH29","DO406909","EBOP-00005","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7344497947606,176.109995199841
"50","Motu River at Houpoto","QM756918","EBOP-00045","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-37.8636965795139,177.632294880597
"51","Ngamuwahine at Old Bridge","CO543022","EBOP-00009","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.816784458299,176.015399445936
"52","Ngongotaha at SH36","EL174017","EBOP-00010","Yes","Upland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0823576072631,176.212205642004
"53","Nukuhou at Glenholme Road","MK788545","EBOP-00062","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0876915281408,177.139409587158
"54","Nukuhou at Glenholme Road","MK788545","EBOP-00062","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0876915281408,177.139409587158
"55","Nukuhou at Old Quarry","MK283728","EBOP-00011","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.079460107068,177.136212187178
"56","Ohau Channel at SH33","FL230406","EBOP-00012","Yes","Upland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0439971161231,176.330840055897
"57","Omanawa at SH29","DO047598","EBOP-00013","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7545342603477,176.070120033999
"58","Otamatea at Wairere Rd","FD445529","EBOP-00102","Yes","Upland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-38.7519290511337,176.388310645361
"59","Otara at Browns Bridge","OK300616","EBOP-00014","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0811717506377,177.366198500991
"60","Pongakawa at Old Coach Rd","GN849464","EBOP-00017","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.8534811960477,176.506195407174
"61","Pongakawa at Pumphouse","GM781934","EBOP-00047","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-37.9013550234117,176.500737085208
"62","Pongakawa at SH2","GN922883","EBOP-00016","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-37.8155217087343,176.512698416166
"63","Puarenga at FRI","EK598179","EBOP-00019","Yes","Upland","Urban","Monthly","Monthly","BOPRC","Bay of Plenty",-38.1564389941754,176.263799380814
"64","Rangitaiki at Inlet to Aniwhenua Canal","JI148319","LAWA-100396","Yes","Lowland","Native","Quarterly","Quarterly","BOPRC","Bay of Plenty",-38.308112112467,176.79087706243
"65","Rangitaiki at Matahina Dam","JK491452","EBOP-00021","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-38.1150203795324,176.819978908605
"66","Rangitaiki at SH5 ","FC231176","EBOP-00104","Yes","Upland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-38.8743772139806,176.369370465762
"67","Rangitaiki at Te Teko","JL350292","EBOP-00049","Yes","Lowland","Forest","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0400378942047,176.800003428746
"68","Rangitaiki at Murupara","IG265664","EBOP-00048","Yes","Upland","Exotic","Monthly","Monthly","BOPRC","Bay of Plenty",-38.4601551204011,176.69768552677
"69","Raukokore at SH35","SO991920","EBOP-00022","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-37.6736212535426,177.873695915599
"70","Rocky at Mangatawa Lane","EP623312","EBOP-00023","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.6944799012024,176.246312200819
"71","Tarawera at Awakaponga","JM102399","EBOP-00050","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-37.9414091255637,176.766690971962
"72","Tarawera at Kawerau Bridge","IK564876","EBOP-00024","Yes","Lowland","Urban","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0802784158219,176.712421137622
"73","Tarawera at SH30 ","IL818464","EBOP-00025","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0265092686686,176.738648828543
"74","Tarawera at Lake Outlet","GJ662805","EBOP-00051","Yes","Upland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-38.1832613030459,176.500596760016
"75","Tauranga at Ranger Station","LI953392","EBOP-00103","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.2908003479183,177.110507683301
"76","Tauranga at Taneatua Bridge","LK149881","EBOP-00031","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0701442364387,177.006514019474
"77","Te Mania at SH2","BQ711622","EBOP-00026","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.5851497196765,175.911808371647
"78","Te Rereatukahia at SH2","BQ708712","EBOP-00027","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.5770915770481,175.911188609567
"79","Tuapiro at Hikurangi Rd","BR809582","EBOP-00028","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.4984489368448,175.919507525151
"80","Uretara at Henry Rd Ford","BQ723939","EBOP-00052","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.5565881128289,175.912099144522
"81","Waiau at Waiau Rd Ford","BS961133","EBOP-00030","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.4484483244256,175.934796941143
"82","Waimapu 100m d/s of SH29 ","DO688849","EBOP-00033","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7381884351537,176.141918776596
"83","Waimapu at Pukemapu Rd","DO712717","EBOP-00032","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7507801226566,176.14544731734
"84","Waioeka at Mouth of Gorge","NK608503","EBOP-00044","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-38.094286346682,177.288046746424
"85","Waiotahe at Toone Rd","ML715056","LAWA-100395","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.048228714927,177.183676915395
"86","Waipapa at Old Highway","CP466747","EBOP-00035","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.6617415079616,176.000395344288
"87","Wairoa at SH2","DP281304","EBOP-00037","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.6992169435331,176.094403671783
"88","Wairoa d/s of Ruahihi Powerstation","CO938527","EBOP-00036","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7701834581922,176.058395583913
"89","Waitahanui at Otamarakau Marae","HN674689","EBOP-00038","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.8304503881097,176.598798594433
"90","Waitao at 172 Waitao Rd","EO451883","EBOP-00039","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.7336210997026,176.228499689903
"91","Waitekohe at SH2","BQ739463","EBOP-00040","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-37.5993647067078,175.915601617197
"92","Whakatane at Pekatahi Bridge","KL998150","EBOP-00042","Yes","Lowland","Rural","Monthly","Monthly","BOPRC","Bay of Plenty",-38.0465484125758,176.987968121962
"93","Whakatane at Ruatoki ","LK082095","EBOP-00041","Yes","Lowland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-38.1410629954322,177.002809818585
"94","Whirinaki at Galatea","IG619428","EBOP-00053","Yes","Upland","Native","Monthly","Monthly","BOPRC","Bay of Plenty",-38.4798169932264,176.747577277343
"95","SQ10005","Omarama Stream SH8 ","ECAN-00117","YES","Upland","Natural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.4894355649462,169.958016379993
"96","SQ10012","Willowburn Quailburn Road","ECAN-00001","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.4586301907871,169.97260986077
"97","SQ10037","Sutherlands Creek Ben Omar Road","ECAN-00002","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.4652166189312,170.037831854473
"98","SQ10057","Hakataramea River Cattle Creek","ECAN-00003","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.5092472731712,170.680355669389
"99","SQ10160","Maerewhenua River SH83","ECAN-00118","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.8564892125055,170.689990368707
"100","SQ10167","Otiake River Mt Bell Station","ECAN-00119","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.8176989846388,170.50919364857
"101","SQ10174","Penticotico Stream SH83","ECAN-00121","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.8158925847643,170.636526368922
"102","SQ10275","Maryburn SH8 Bridge","ECAN-00123","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.1748748918999,170.323269065486
"103","SQ10301","Otematata River SH83","ECAN-00124","YES","Upland","Rural","quarterly","monthly","Environment Canterbury Regional Council","Canterbury",-44.6045296540194,170.20287675089
"104","SQ10804","Wairepo Creek Arm Inlet","ECAN-00007","YES","Upland","Exotic","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.3045802099325,170.07036660935
"105","SQ10814","Cattle Creek Morland Settlement Road","ECAN-00008","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.5088735237057,170.675748147957
"106","SQ10818","Deadman Stream Hakataramea Valley Road","ECAN-00010","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.5979984596371,170.635451651469
"107","SQ20104","Ashburton River SH1","ECAN-00014","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.9094403266989,171.737127472654
"108","SQ20106","Ashburton River North Branch Digbys Bridge","ECAN-00016","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.8537979761184,171.731047656313
"109","SQ20107","Ashburton River South Branch Hills Road","ECAN-00018","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.8677111385422,171.69993636481
"110","SQ20112","Ashburton River North Branch North Branch SH72 bridge","ECAN-00020","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.6052262197146,171.531915388712
"111","SQ20175","Rangitata River Mouth","ECAN-00181","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.1850064836255,171.50891500621
"112","SQ20176","Rangitata River Upstream of SH1 bridge","ECAN-00025","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.0514690044789,171.402060520044
"113","SQ20177","Rangitata River SH72","ECAN-00026","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.9746259221782,171.300230031093
"114","SQ20195","Smithfield Creek Te Awa Rd","ECAN-00027","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2107304916504,171.263151275896
"115","SQ20199","Taumatakahu Stream Murray St","ECAN-00028","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2492480160812,171.300172253989
"116","SQ20243","Opihi River at SH1 Bridge","ECAN-00033","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2636027656384,171.271242669529
"117","SQ20252","Temuka River Manse Bridge","ECAN-00034","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2447220444745,171.267726230644
"118","SQ20318","Raukapuka Creek Coach Road","ECAN-00036","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.1263316329346,171.26409994899
"119","SQ20332","Waihi River Waimarie","ECAN-00038","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.003454195601,171.165279198619
"120","SQ20350","Te Ngawai River Tengawai Bridge","ECAN-00040","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2454206898098,171.113256294587
"121","SQ20401","Saltwater Creek SH1 Bridge","ECAN-00042","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.4177342512918,171.242543638779
"122","SQ20454","Pareora River at Evans Crossing","ECAN-00043","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.3954831208447,171.041582784974
"123","SQ20509","Boundary Drain Trigpole Road","ECAN-00045","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.0944101852213,171.623898622515
"124","SQ20541","Petries Drain Canal Road","ECAN-00182","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2081827555757,171.379688631788
"125","SQ20545","Rhodes Stream Parke Road","ECAN-00046","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2266548354215,171.407107296736
"126","SQ20575","Waihao River Bradshaw Bridge","ECAN-00047","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.779291232169,171.157808820684
"127","SQ20577","Waihao River McCulloch Bridge","ECAN-00049","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.8004907905164,170.975732062332
"128","SQ20606","Pareora River Pareora Huts","ECAN-10029","YES","Lowland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-44.4116310560477,171.057042028482
"129","SQ20725","Hae Hae Te Moana River at Glentohi","ECAN-00050","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.0414907600603,171.111039851352
"130","SQ21044","North Branch Ohapi Creek Guild Rd","ECAN-00177","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2020017231538,171.3454055818
"131","SQ21045","Ohapi Creek Guild Rd","ECAN-00178","YES","Lowland","Exotic","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2152041945743,171.326317878897
"132","SQ21046","Ohapi Creek South Branch Guild Rd","ECAN-00179","YES","Lowland","Exotic","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2159517454023,171.32509548311
"133","SQ21047","Ohapi Creek upstream Orari River Confluence","ECAN-00052","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.23991791893,171.386471526344
"134","SQ21254","Waikakahi Stream Te Maiharoa Road ","ECAN-00183","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-44.9162992746288,171.09500192476
"135","SQ21289","Whitneys Creek Carrolls Rd","ECAN-00055","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.8990637612956,171.122407033515
"136","SQ21292","Buchanans Creek upstream confluence Waihao River","ECAN-00057","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.775299259458,171.152927936881
"137","SQ21296","Sir Charles Creek end of Haymans Road","ECAN-00058","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.7491637287718,171.160595588886
"138","SQ21298","Hook River Beach Road","ECAN-00059","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.676219384773,171.147463669756
"139","SQ21299","Hook Drain Beach Road","ECAN-00061","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.66567334906,171.161980549097
"140","SQ21309","Coopers Creek SH72","ECAN-00062","YES","Upland","Exotic","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.0155359945804,171.277695548751
"141","SQ22030","Taitarakihi Creek SH1","ECAN-00127","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.3733383995009,171.241384794008
"142","SQ26221","McKinnons Stream Wallaces Bridge","ECAN-00065","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.1521394317988,171.48038072041
"143","SQ26368","Forks Stream SH8","ECAN-00128","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.0007163794307,170.411869979473
"144","SQ26369","Irishman Creek SH8","ECAN-00129","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.0873416188357,170.348796413672
"145","SQ26633","Orari River Parke Rd ","ECAN-00069","YES","Lowland","Exotic","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.2376838380753,171.392203417177
"146","SQ26931","Bush Stream Rangitata Gorge Road","ECAN-00145","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.6217787127064,170.878482854321
"147","SQ26932","Deep Stream Access Road near Tui House","ECAN-00146","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.6624963810121,170.928847451786
"148","SQ30011","Leader River SH1","ECAN-00130","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.6875782584662,173.302499891038
"149","SQ30162","Waipara River Teviotdale Bridg","ECAN-00070","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.1278556876126,172.778902409394
"150","SQ30175","Ashley River SH1","ECAN-00071","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.2768062568577,172.688643244653
"151","SQ30184","Ashley River/Rakahuri Ashley Gorge Rd","ECAN-00134","YES","Upland","Natural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.2279482464439,172.228581261363
"152","SQ30215","Taranaki Creek Gressons Rd","ECAN-00175","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.3049878431717,172.64220464473
"153","SQ30222","Waikuku Stream SH1","ECAN-00072","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.2896147661457,172.685238090453
"154","SQ30253","Waimakariri River at Stewarts Gully Yacht Club","ECAN-00167","YES","Lowland","Exotic","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.4004617534004,172.671564979912
"155","SQ30332","Kaiapoi River Island Rd","ECAN-00079","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.3755662320732,172.633582896797
"156","SQ30369","Cam River Bramleys Road","ECAN-00080","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.3433798406977,172.636995868154
"157","SQ30390","Southbrook Stream Marsh Rd ","ECAN-00148","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.3250906225425,172.602311652791
"158","SQ30400","Cust River Skewbridge Road","ECAN-00081","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.3713477143546,172.628944313269
"159","SQ30426","Ohoka River Island Rd","ECAN-00082","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.375094336142,172.632388817505
"160","SQ30445","Otukaikino Creek Dickeys Rd","ECAN-00083","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.4355719666396,172.634987595777
"161","SQ30707","Aylmers Valley Stream Beach Road bridge","ECAN-00149","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.8103062004183,172.961527118201
"162","SQ30782","Kaituna Stream Kaituna Valley Road","ECAN-00084","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-43.7564465437555,172.682471176573
"163","SQ30878","LII Stream Pannetts Rd bridge ","ECAN-00085","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-43.6949641019916,172.450465285704
"164","SQ30916","Selwyn River Coes Ford","ECAN-00086","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-43.6961208124405,172.412879877624
"165","SQ30928","Selwyn River Whitecliffs recorder ","ECAN-00088","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.4613200496167,171.892979599221
"166","SQ30945","Waireka River (Waianiwaniwa R) Auchenflower Rd","ECAN-00151","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.4349302516089,171.985995770585
"167","SQ30976","Boggy Creek Lake Road ","ECAN-00091","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.7655389544849,172.357850610569
"168","SQ30977","Doyleston Drain Lake Rd ","ECAN-00092","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.770923575964,172.353396919037
